est,dir,hora
VM,GRAU,15:02
VM,GRAU,15:17
VM,GRAU,15:32
VM,GRAU,15:47
VM,GRAU,16:02
VM,GRAU,16:17
VM,GRAU,16:32
VM,GRAU,16:47
VM,GRAU,17:02
VM,GRAU,17:17
VM,GRAU,17:32
VM,GRAU,17:47
VM,GRAU,18:02
VM,GRAU,18:17
VM,GRAU,18:32
VM,GRAU,18:47
VM,GRAU,19:02
VM,GRAU,19:17
VM,GRAU,19:32
VM,GRAU,19:47
VM,GRAU,20:02
VM,GRAU,20:22
VM,GRAU,20:42
VM,GRAU,21:02
VM,GRAU,21:22
VM,GRAU,21:42
VM,GRAU,22:02
VM,GRAU,6:02
VM,GRAU,6:22
VM,GRAU,6:42
VM,GRAU,7:02
VM,GRAU,7:22
VM,GRAU,7:42
VM,GRAU,7:57
VM,GRAU,8:12
VM,GRAU,8:27
VM,GRAU,8:42
VM,GRAU,8:56
VM,GRAU,9:10
VM,GRAU,9:25
VM,GRAU,9:39
VM,GRAU,9:54
VM,VES,10:07
VM,VES,10:22
VM,VES,10:36
VM,VES,10:51
VM,VES,11:05
VM,VES,11:19
VM,VES,11:34
VM,VES,11:48
VM,VES,12:03
VM,VES,12:17
VM,VES,12:31
VM,VES,12:46
VM,VES,13:00
VM,VES,13:15
VM,VES,13:30
VM,VES,13:45
VM,VES,14:00
VM,VES,14:15
VM,VES,14:30
VM,VES,14:45
VM,VES,15:00
VM,VES,15:15
VM,VES,15:30
VM,VES,15:45
VM,VES,16:00
VM,VES,16:15
VM,VES,16:30
VM,VES,16:45
VM,VES,17:00
VM,VES,17:15
VM,VES,17:30
VM,VES,17:45
VM,VES,18:00
VM,VES,18:15
VM,VES,18:30
VM,VES,18:45
VM,VES,19:00
VM,VES,19:15
VM,VES,19:30
VM,VES,19:45
VM,VES,20:00
VM,VES,20:15
VM,VES,20:30
VM,VES,20:45
VM,VES,21:00
VM,VES,21:20
VM,VES,21:40
VM,VES,22:00
VM,VES,22:20
VM,VES,6:27
VM,VES,6:47
VM,VES,7:07
VM,VES,7:27
VM,VES,7:47
VM,VES,8:07
VM,VES,8:27
VM,VES,8:41
VM,VES,8:55
VM,VES,9:10
VM,VES,9:24
VM,VES,9:39
VM,VES,9:53
